CustomerKey,First Name,Last Name,Full Name,Age,Gender,DateFirstPurchase,CommuteDistance,Customer City,Customer Country
27806,Krista,Sanz,Krista Sanz,48,Female,2013-02-19,2-5 Miles,Maidenhead,United Kingdom
27807,Shaun,Kumar,Shaun Kumar,81,Male,2013-02-17,2-5 Miles,Boulogne-Billancourt,France
27808,Christopher,Clark,Christopher Clark,45,Male,2013-11-13,0-1 Miles,Chatou,France
27809,Arianna,Sanchez,Arianna Sanchez,45,Female,2013-07-18,0-1 Miles,Werne,Germany
27810,Meghan,Munoz,Meghan Munoz,52,Female,2013-12-14,0-1 Miles,Gateshead,United Kingdom
27811,Darren,Vazquez,Darren Vazquez,52,Male,2013-07-20,0-1 Miles,Kassel,Germany
27812,Alison,Lal,Alison Lal,39,Female,2013-08-18,1-2 Miles,Paris,France
27813,Roy,Vance,Roy Vance,39,Male,2013-08-18,2-5 Miles,Frankfurt,Germany
27814,Katrina,Shan,Katrina Shan,36,Female,2013-03-16,0-1 Miles,Münster,Germany
27815,Jamie,Chow,Jamie Chow,36,Female,2013-02-15,0-1 Miles,Peterborough,United Kingdom
27816,Erick,Kapoor,Erick Kapoor,37,Male,2013-05-24,1-2 Miles,Croix,France
27817,Sandra,Hu,Sandra Hu,47,Female,2013-12-17,0-1 Miles,Liverpool,United Kingdom
27818,Candice,Hu,Candice Hu,47,Female,2013-12-27,0-1 Miles,Warrington,United Kingdom
27819,Michele,Martin,Michele Martin,53,Female,2013-01-14,0-1 Miles,Watford,United Kingdom
27820,Joel,Patel,Joel Patel,52,Male,2012-12-29,0-1 Miles,Woolston,United Kingdom
27821,Leonard,Deng,Leonard Deng,52,Male,2013-02-12,0-1 Miles,York,United Kingdom
27822,Jerry,Lal,Jerry Lal,48,Male,2013-07-24,2-5 Miles,York,United Kingdom
27823,Joan,Gao,Joan Gao,37,Female,2013-07-05,0-1 Miles,Hamburg,Germany
27824,Michele,Moreno,Michele Moreno,38,Female,2013-11-01,0-1 Miles,Orleans,France
27825,Christy,Zimmerman,Christy Zimmerman,37,Female,2013-04-25,0-1 Miles,Bottrop,Germany
27826,Nicolas,Xu,Nicolas Xu,37,Male,2013-04-21,0-1 Miles,München,Germany
27827,Meagan,Malhotra,Meagan Malhotra,37,Female,2013-11-07,0-1 Miles,Birmingham,United Kingdom
27828,Ernest,Gao,Ernest Gao,38,Male,2013-03-23,0-1 Miles,London,United Kingdom
27829,Jorge,Wang,Jorge Wang,38,Male,2013-12-03,2-5 Miles,Paris,France
27830,Caleb,Hall,Caleb Hall,39,Male,2013-11-08,1-2 Miles,Paderborn,Germany
27831,Clinton,Vazquez,Clinton Vazquez,39,Male,2014-01-23,5-10 Miles,Bonn,Germany
27832,Margaret,Powell,Margaret Powell,40,Female,2013-08-11,2-5 Miles,Erlangen,Germany
27833,Dawn,Lu,Dawn Lu,42,Female,2013-11-18,0-1 Miles,London,United Kingdom
27834,Diana,Suarez,Diana Suarez,42,Female,2013-07-09,0-1 Miles,Orleans,France
27835,Darren,Ruiz,Darren Ruiz,41,Male,2013-02-23,0-1 Miles,Saint Ouen,France
27836,Pedro,Navarro,Pedro Navarro,41,Male,2013-03-17,1-2 Miles,Courbevoie,France
27837,Kelsey,Jai,Kelsey Jai,41,Female,2013-02-15,1-2 Miles,London,United Kingdom
27838,Janelle,Sai,Janelle Sai,41,Female,2013-11-24,0-1 Miles,Stuttgart,Germany
27839,Susan,Li,Susan Li,41,Female,2013-03-13,0-1 Miles,Stoke-on-Trent,United Kingdom
27840,John,Johnson,John Johnson,37,Male,2013-05-30,1-2 Miles,Chatou,France
27841,Gerald,Vance,Gerald Vance,54,Male,2013-03-19,0-1 Miles,London,United Kingdom
27842,Evelyn,Arun,Evelyn Arun,49,Female,2013-06-28,0-1 Miles,London,United Kingdom
27843,Gerald,Navarro,Gerald Navarro,80,Male,2013-07-09,0-1 Miles,Grevenbroich,Germany
27844,Arturo,Li,Arturo Li,79,Male,2013-06-18,0-1 Miles,Paris,France
27845,Angel,Wright,Angel Wright,48,Male,2013-11-02,0-1 Miles,Drancy,France
27846,Albert,Rubio,Albert Rubio,53,Male,2013-12-03,0-1 Miles,Paris,France
27847,Kristina,Rana,Kristina Rana,58,Female,2013-06-18,0-1 Miles,Warrington,United Kingdom
27848,Fernando,Perez,Fernando Perez,59,Male,2013-10-28,1-2 Miles,York,United Kingdom
27849,Dalton,Adams,Dalton Adams,55,Male,2013-11-07,0-1 Miles,Bobigny,France
27850,Jason,Green,Jason Green,61,Male,2013-03-27,0-1 Miles,Saint-Denis,France
27851,Diana,Martin,Diana Martin,78,Female,2013-04-08,0-1 Miles,Paris,France
27852,Jamie,Ramos,Jamie Ramos,77,Male,2013-09-11,0-1 Miles,London,United Kingdom
27853,Amy,Zheng,Amy Zheng,75,Female,2013-09-22,0-1 Miles,Saint Germain en Laye,France
27854,Marc,Rubio,Marc Rubio,74,Male,2013-12-02,1-2 Miles,Paris,France
27855,Lisa,Ye,Lisa Ye,74,Female,2013-11-02,0-1 Miles,Ingolstadt,Germany
27856,Bonnie,Tang,Bonnie Tang,75,Female,2013-09-26,0-1 Miles,Runcorn,United Kingdom
27857,Brandi,Munoz,Brandi Munoz,74,Female,2013-03-14,2-5 Miles,Lieusaint,France
27858,Anders,Skjønaa,Anders Skjønaa,73,Female,2013-07-20,2-5 Miles,Bonn,Germany
27859,Danny,Carlson,Danny Carlson,73,Male,2013-04-12,0-1 Miles,Salzgitter,Germany
27860,Hector,Martin,Hector Martin,36,Male,2013-12-21,2-5 Miles,Lane Cove,Australia
27861,Karen,He,Karen He,36,Female,2013-12-20,1-2 Miles,Sunbury,Australia
27862,Joanna,Alonso,Joanna Alonso,36,Female,2013-12-21,2-5 Miles,Hawthorne,Australia
27863,Carolyn,Ruiz,Carolyn Ruiz,35,Female,2013-12-18,0-1 Miles,Newcastle,Australia
27864,Shaun,Luo,Shaun Luo,36,Male,2013-06-02,0-1 Miles,North Ryde,Australia
27865,Destiny,Butler,Destiny Butler,38,Female,2013-06-07,0-1 Miles,Port Macquarie,Australia
27866,Sergio,Raman,Sergio Raman,38,Male,2013-07-06,0-1 Miles,South Melbourne,Australia
27867,Alberto,Blanco,Alberto Blanco,40,Male,2013-08-07,0-1 Miles,Lavender Bay,Australia
27868,Jessie,Rubio,Jessie Rubio,39,Female,2013-09-29,1-2 Miles,Newcastle,Australia
27869,Shawna,Shan,Shawna Shan,40,Female,2013-10-23,2-5 Miles,Lane Cove,Australia
27870,Ryan,Davis,Ryan Davis,36,Male,2013-11-12,2-5 Miles,Warrnambool,Australia
27871,Faith,Cook,Faith Cook,37,Female,2013-12-23,1-2 Miles,Townsville,Australia
27872,Ivan,Martinez,Ivan Martinez,37,Male,2013-12-17,0-1 Miles,Rockhampton,Australia
27873,Dawn,Xu,Dawn Xu,38,Female,2012-12-28,0-1 Miles,Wollongong,Australia
27874,Randy,Zhao,Randy Zhao,38,Male,2013-03-11,0-1 Miles,Coffs Harbour,Australia
27875,Pamela,Patel,Pamela Patel,38,Female,2013-03-11,2-5 Miles,Rockhampton,Australia
27876,Willie,Deng,Willie Deng,39,Male,2013-06-27,1-2 Miles,Bendigo,Australia
27877,Rebekah,Dominguez,Rebekah Dominguez,39,Female,2013-07-11,0-1 Miles,Warrnambool,Australia
27878,Dennis,He,Dennis He,38,Male,2013-08-03,0-1 Miles,Hervey Bay,Australia
27879,Kelvin,Chander,Kelvin Chander,39,Male,2013-08-11,0-1 Miles,Melton,Australia
27880,Curtis,Hu,Curtis Hu,72,Male,2013-04-11,0-1 Miles,Stoke-on-Trent,United Kingdom
27881,Raul,Nath,Raul Nath,49,Male,2013-12-16,0-1 Miles,Paris,France
27882,Franklin,Hu,Franklin Hu,49,Male,2013-04-12,0-1 Miles,Erlangen,Germany
27883,Marc,Hernandez,Marc Hernandez,55,Male,2013-04-22,0-1 Miles,Grevenbroich,Germany
27884,Jill,Alonso,Jill Alonso,43,Female,2013-04-15,0-1 Miles,Hamburg,Germany
27885,Marvin,Torres,Marvin Torres,54,Male,2013-09-28,0-1 Miles,London,United Kingdom
27886,Denise,Gonzalez,Denise Gonzalez,50,Female,2013-11-06,2-5 Miles,Pantin,France
27887,Eugene,Zhang,Eugene Zhang,55,Male,2013-05-05,2-5 Miles,Paris,France
27888,Tina,Rodriguez,Tina Rodriguez,56,Female,2013-12-17,2-5 Miles,Paris,France
27889,Jodi,Xie,Jodi Xie,56,Female,2013-10-25,2-5 Miles,Paris,France
27890,Kyle,Evans,Kyle Evans,55,Male,2013-09-12,0-1 Miles,Esher-Molesey,United Kingdom
27891,Carlos,Howard,Carlos Howard,50,Male,2013-09-13,0-1 Miles,Leeds,United Kingdom
27892,Isabella,Foster,Isabella Foster,55,Female,2013-10-02,0-1 Miles,Peterborough,United Kingdom
27893,Clinton,Jiménez,Clinton Jiménez,56,Male,2013-09-30,2-5 Miles,Villeneuve-d'Ascq,France
27894,Gerald,Sai,Gerald Sai,56,Male,2013-10-18,2-5 Miles,Leeds,United Kingdom
27895,Colin,Pal,Colin Pal,58,Male,2013-12-15,0-1 Miles,Bobigny,France
27896,Orlando,Torres,Orlando Torres,55,Male,2013-10-27,0-1 Miles,Runcorn,United Kingdom
27897,Robin,Munoz,Robin Munoz,55,Female,2013-05-25,0-1 Miles,Braunschweig,Germany
27898,Trinity,Bell,Trinity Bell,56,Female,2013-12-13,0-1 Miles,Saint Germain en Laye,France
27899,Mandy,Xu,Mandy Xu,56,Female,2013-12-09,0-1 Miles,Cergy,France
27900,Toni,Prasad,Toni Prasad,51,Female,2013-05-18,0-1 Miles,Poing,Germany
27901,Mariah,Cooper,Mariah Cooper,56,Female,2013-04-19,0-1 Miles,Runcorn,United Kingdom
27902,Carolyn,Alonso,Carolyn Alonso,56,Female,2013-07-30,0-1 Miles,Hamburg,Germany
27903,Janelle,Suri,Janelle Suri,45,Female,2013-03-28,1-2 Miles,Pantin,France
27904,Andre,Rana,Andre Rana,45,Male,2013-02-24,1-2 Miles,Gateshead,United Kingdom
27905,Mario,Black,Mario Black,45,Male,2013-06-18,0-1 Miles,Warrington,United Kingdom
27906,Gilbert,Chen,Gilbert Chen,40,Male,2013-10-21,0-1 Miles,Oxon,United Kingdom
27907,Michael,Taylor,Michael Taylor,40,Male,2013-10-24,2-5 Miles,Esher-Molesey,United Kingdom
27908,Adriana,Sanchez,Adriana Sanchez,40,Female,2013-05-28,0-1 Miles,Berlin,Germany
27909,Mayra,Randall,Mayra Randall,40,Female,2013-10-10,2-5 Miles,London,United Kingdom
27910,Arturo,Zhou,Arturo Zhou,73,Male,2013-02-13,5-10 Miles,Melbourne,Australia
27911,Robert,Moore,Robert Moore,40,Male,2014-01-06,1-2 Miles,Lynnwood,United States
27912,Caitlin,Ramirez,Caitlin Ramirez,40,Female,2013-12-19,5-10 Miles,Redmond,United States
27913,Brittney,Zheng,Brittney Zheng,39,Female,2013-08-11,5-10 Miles,Beverly Hills,United States
27914,Jasmine,Foster,Jasmine Foster,41,Female,2013-04-12,5-10 Miles,Coronado,United States
27915,Jordan,Green,Jordan Green,36,Female,2013-10-15,1-2 Miles,Imperial Beach,United States
27916,Aaron,Carter,Aaron Carter,42,Male,2013-12-22,5-10 Miles,Woodland Hills,United States
27917,Andrea,Sanders,Andrea Sanders,37,Female,2011-02-18,5-10 Miles,Long Beach,United States
27918,Samantha,Ross,Samantha Ross,38,Female,2011-02-16,5-10 Miles,Burlingame,United States
27919,Ryan,Lal,Ryan Lal,43,Male,2011-02-27,5-10 Miles,Issaquah,United States
27920,Mary,Howard,Mary Howard,43,Female,2011-02-15,5-10 Miles,Woodland Hills,United States
27921,Sydney,Long,Sydney Long,63,Female,2013-08-19,2-5 Miles,Cliffside,Canada
27922,Isabella,King,Isabella King,57,Female,2013-10-19,2-5 Miles,Bremerton,United States
27923,Douglas,Arun,Douglas Arun,57,Male,2013-10-23,5-10 Miles,Sulzbach Taunus,Germany
27924,Jeffery,He,Jeffery He,59,Male,2013-03-29,5-10 Miles,Kiel,Germany
27925,Adam,Butler,Adam Butler,59,Male,2013-11-13,0-1 Miles,Gateshead,United Kingdom
27926,Eduardo,Mitchell,Eduardo Mitchell,60,Male,2013-03-17,5-10 Miles,Saint Germain en Laye,France
27927,Omar,Zhao,Omar Zhao,60,Male,2013-12-24,5-10 Miles,Birmingham,United Kingdom
27928,Dianne,Slattengren,Dianne Slattengren,60,Female,2013-08-27,5-10 Miles,Maidenhead,United Kingdom
27929,Ross,Madan,Ross Madan,60,Male,2013-03-23,0-1 Miles,Warrington,United Kingdom
27930,Clarence,Sharma,Clarence Sharma,60,Male,2013-04-01,10+ Miles,Berlin,Germany
27931,Tabitha,Patel,Tabitha Patel,60,Female,2013-11-22,10+ Miles,Berlin,Germany
27932,Leslie,Diaz,Leslie Diaz,49,Female,2013-08-09,5-10 Miles,Essen,Germany
27933,Amber,Evans,Amber Evans,62,Female,2013-11-20,2-5 Miles,Saint-Denis,France
27934,Lanna,Slaven,Lanna Slaven,66,Female,2013-12-13,2-5 Miles,Les Ulis,France
27935,Johnny,Chander,Johnny Chander,71,Male,2013-08-26,10+ Miles,Colomiers,France
27936,Bruce,Martin,Bruce Martin,70,Male,2013-06-17,2-5 Miles,Croix,France
27937,Kristine,Alvarez,Kristine Alvarez,71,Female,2013-03-18,2-5 Miles,Hamburg,Germany
27938,Ricky,Serrano,Ricky Serrano,71,Male,2013-07-12,5-10 Miles,London,United Kingdom
27939,Lawrence,Navarro,Lawrence Navarro,70,Male,2013-04-10,5-10 Miles,Oxon,United Kingdom
27940,Ross,Suarez,Ross Suarez,69,Male,2013-05-11,5-10 Miles,London,United Kingdom
27941,Margaret,Chen,Margaret Chen,63,Female,2013-06-24,2-5 Miles,Grevenbroich,Germany
27942,Marvin,Diaz,Marvin Diaz,56,Male,2013-01-30,2-5 Miles,Courbevoie,France
27943,Sabrina,Alvarez,Sabrina Alvarez,61,Female,2013-04-19,5-10 Miles,Ingolstadt,Germany
27944,Dalton,Bell,Dalton Bell,61,Male,2013-05-28,5-10 Miles,Kassel,Germany
27945,Christine,Andersen,Christine Andersen,56,Female,2013-04-26,0-1 Miles,London,United Kingdom
27946,Katie,Holt,Katie Holt,62,Female,2013-11-19,10+ Miles,Warrington,United Kingdom
27947,Alison,Andersen,Alison Andersen,62,Female,2013-10-28,10+ Miles,München,Germany
27948,Cathy,Sloan,Cathy Sloan,57,Male,2013-05-30,10+ Miles,München,Germany
27949,Jason,Russell,Jason Russell,63,Male,2013-01-04,0-1 Miles,York,United Kingdom
27950,Shannon,Sanz,Shannon Sanz,64,Male,2013-11-06,10+ Miles,Metz,France
27951,Roy,Torres,Roy Torres,63,Male,2013-12-14,2-5 Miles,Paris,France
27952,Roy,Perez,Roy Perez,64,Male,2013-06-27,2-5 Miles,Essen,Germany
27953,Marie,Garcia,Marie Garcia,58,Female,2013-02-12,0-1 Miles,Oxford,United Kingdom
27954,Brenda,Saunders,Brenda Saunders,64,Female,2013-08-21,2-5 Miles,Paris,France
27955,Ramon,Wu,Ramon Wu,59,Male,2013-06-20,10+ Miles,Billericay,United Kingdom
27956,Terrence,Jai,Terrence Jai,65,Male,2013-02-21,0-1 Miles,Maidenhead,United Kingdom
27957,Tabitha,Suri,Tabitha Suri,65,Female,2013-03-31,10+ Miles,Oxford,United Kingdom
27958,Marcus,Clark,Marcus Clark,53,Male,2013-12-16,10+ Miles,Peterborough,United Kingdom
27959,Armando,Ramos,Armando Ramos,60,Male,2013-08-01,10+ Miles,Leipzig,Germany
27960,Randall,Alonso,Randall Alonso,65,Male,2013-04-20,10+ Miles,Paderborn,Germany
27961,Alejandro,Zheng,Alejandro Zheng,67,Male,2013-03-23,10+ Miles,Boulogne-sur-Mer,France
27962,Rebekah,Martin,Rebekah Martin,66,Female,2013-07-30,10+ Miles,Lille,France
27963,Kendra,Dominguez,Kendra Dominguez,61,Female,2013-12-12,10+ Miles,Hamburg,Germany
27964,Alicia,Shan,Alicia Shan,67,Female,2013-05-04,10+ Miles,Leeds,United Kingdom
27965,Meredith,Gomez,Meredith Gomez,61,Female,2013-03-09,0-1 Miles,Milton Keynes,United Kingdom
27966,Jenny,Chen,Jenny Chen,68,Female,2013-03-24,10+ Miles,Les Ulis,France
27967,Stefanie,Patel,Stefanie Patel,68,Female,2013-04-18,10+ Miles,York,United Kingdom
27968,Roger,Xu,Roger Xu,40,Male,2013-02-02,10+ Miles,St. Leonards,Australia
27969,Bryant,Patel,Bryant Patel,39,Male,2013-11-25,10+ Miles,Brisbane,Australia
27970,Willie,Andersen,Willie Andersen,40,Male,2013-04-04,10+ Miles,North Ryde,Australia
27971,Jodi,Jai,Jodi Jai,42,Female,2013-10-30,10+ Miles,Goulburn,Australia
27972,Leonard,Smith,Leonard Smith,42,Male,2013-11-23,10+ Miles,Port Macquarie,Australia
27973,Randall,Serrano,Randall Serrano,37,Male,2013-11-24,10+ Miles,Seaford,Australia
27974,Dustin,Shen,Dustin Shen,43,Male,2013-11-16,0-1 Miles,Gold Coast,Australia
27975,Jay,Gill,Jay Gill,44,Male,2013-09-11,10+ Miles,Goulburn,Australia
27976,Dominique,Gonzalez,Dominique Gonzalez,44,Female,2013-09-16,10+ Miles,Coffs Harbour,Australia
27977,Jerome,Alonso,Jerome Alonso,44,Male,2013-11-09,10+ Miles,Lavender Bay,Australia
27978,Barbara,Luo,Barbara Luo,39,Female,2013-02-04,10+ Miles,Milsons Point,Australia
27979,Ramon,Zeng,Ramon Zeng,44,Male,2013-08-02,10+ Miles,Newcastle,Australia
27980,Crystal,Hu,Crystal Hu,39,Female,2013-05-16,10+ Miles,Darlinghurst,Australia
27981,Aimee,Hu,Aimee Hu,39,Female,2013-01-31,10+ Miles,Melton,Australia
27982,Cesar,Perez,Cesar Perez,38,Male,2013-11-02,10+ Miles,Darlinghurst,Australia
27983,Ruben,Saunders,Ruben Saunders,44,Male,2013-10-31,10+ Miles,Cloverdale,Australia
27984,Rebekah,Ramos,Rebekah Ramos,45,Female,2013-11-28,10+ Miles,Hawthorne,Australia
27985,Michele,Shen,Michele Shen,45,Female,2013-11-17,10+ Miles,Malabar,Australia
27986,Henry,Vance,Henry Vance,46,Male,2013-12-09,10+ Miles,Lavender Bay,Australia
27987,Wyatt,Jenkins,Wyatt Jenkins,46,Male,2013-12-04,10+ Miles,Geelong,Australia
27988,Dylan,Ross,Dylan Ross,66,Male,2013-10-19,5-10 Miles,Fremont,United States
27989,Joseph,Thomas,Joseph Thomas,68,Male,2014-01-07,5-10 Miles,Newport Beach,United States
27990,Katherine,Thompson,Katherine Thompson,67,Female,2013-08-14,5-10 Miles,Novato,United States
27991,Natalie,Rivera,Natalie Rivera,67,Female,2013-09-15,1-2 Miles,Oregon City,United States
27992,Dylan,Taylor,Dylan Taylor,67,Male,2013-11-19,5-10 Miles,Salem,United States
27993,Hunter,Miller,Hunter Miller,69,Male,2013-05-05,1-2 Miles,Santa Cruz,United States
27994,Jodi,Rai,Jodi Rai,78,Female,2013-08-23,5-10 Miles,Beaverton,United States
27995,Carlos,Stewart,Carlos Stewart,79,Male,2013-03-02,1-2 Miles,Berkeley,United States
27996,Angela,Alexander,Angela Alexander,79,Female,2013-02-09,5-10 Miles,Mill Valley,United States
27997,Lydia,Malhotra,Lydia Malhotra,73,Female,2013-11-01,1-2 Miles,Burlingame,United States
27998,Ethan,Lewis,Ethan Lewis,79,Male,2013-09-10,1-2 Miles,Shawnee,Canada
27999,Nathan,Shan,Nathan Shan,72,Male,2013-11-10,1-2 Miles,Portland,United States
28000,Rebecca,Roberts,Rebecca Roberts,78,Female,2013-09-07,1-2 Miles,Langley,Canada
28001,Sydney,Rodriguez,Sydney Rodriguez,77,Female,2013-10-13,10+ Miles,Burlingame,United States
28002,Christy,Kumar,Christy Kumar,77,Female,2013-04-01,10+ Miles,Bremerton,United States
28003,Julia,Sanchez,Julia Sanchez,76,Female,2013-02-20,10+ Miles,Lynnwood,United States
28004,Andrea,Edwards,Andrea Edwards,76,Female,2013-04-15,10+ Miles,Marysville,United States
28005,Amber,Young,Amber Young,75,Female,2013-03-27,10+ Miles,Berkeley,United States
28006,Seth,Torres,Seth Torres,75,Male,2013-06-09,1-2 Miles,Long Beach,United States
28007,Clayton,Ye,Clayton Ye,74,Male,2013-08-15,10+ Miles,Beverly Hills,United States
28008,Jada,Baker,Jada Baker,74,Female,2013-07-24,1-2 Miles,Salem,United States
28009,Arianna,Washington,Arianna Washington,62,Female,2013-07-11,1-2 Miles,La Jolla,United States
28010,Justin,Long,Justin Long,74,Male,2013-08-11,10+ Miles,Oregon City,United States
28011,Andrew,Lan,Andrew Lan,73,Male,2013-04-24,10+ Miles,Milwaukie,United States
28012,Ian,Stewart,Ian Stewart,67,Male,2013-08-23,1-2 Miles,Lake Oswego,United States
28013,James,Miller,James Miller,66,Male,2011-08-13,10+ Miles,Port Hammond,Canada
28014,Rachel,Robinson,Rachel Robinson,71,Female,2011-02-04,10+ Miles,Beverly Hills,United States
28015,Christian,Chen,Christian Chen,63,Male,2013-05-27,1-2 Miles,Kirkland,United States
28016,Cody,Sanders,Cody Sanders,70,Male,2013-10-10,10+ Miles,Newport Beach,United States
28017,Christopher,Martin,Christopher Martin,71,Male,2011-02-11,1-2 Miles,Bremerton,United States
28018,Rachel,Foster,Rachel Foster,65,Female,2011-01-30,10+ Miles,Redwood City,United States
28019,Melissa,Ramirez,Melissa Ramirez,70,Female,2013-12-21,10+ Miles,Edmonds,United States
28020,Lucas,Griffin,Lucas Griffin,64,Male,2013-05-08,2-5 Miles,Everett,United States
28021,Katherine,Nelson,Katherine Nelson,69,Female,2013-07-09,2-5 Miles,Port Hammond,Canada
28022,Jason,Lopez,Jason Lopez,70,Male,2011-02-15,10+ Miles,Downey,United States
28023,Andrea,James,Andrea James,69,Female,2014-01-03,2-5 Miles,Corvallis,United States
28024,Miguel,Perry,Miguel Perry,70,Male,2014-01-17,2-5 Miles,Burlingame,United States
28025,Mya,Russell,Mya Russell,69,Female,2014-01-21,2-5 Miles,Vancouver,Canada
28026,Paige,Ross,Paige Ross,52,Female,2013-11-27,2-5 Miles,Palo Alto,United States
28027,Destiny,Hughes,Destiny Hughes,68,Female,2013-11-07,2-5 Miles,Victoria,Canada
28028,Elijah,Allen,Elijah Allen,68,Male,2013-04-08,10+ Miles,Marysville,United States
28029,Seth,Price,Seth Price,68,Male,2013-08-24,10+ Miles,Burbank,United States
28030,Jason,Gonzalez,Jason Gonzalez,63,Male,2011-02-10,2-5 Miles,Beaverton,United States
28031,Kari,Navarro,Kari Navarro,69,Female,2011-02-07,2-5 Miles,Chula Vista,United States
28032,Grace,Coleman,Grace Coleman,68,Female,2013-02-21,10+ Miles,Glendale,United States
28033,Gavin,Jenkins,Gavin Jenkins,69,Male,2013-10-30,10+ Miles,Burlingame,United States
28034,Gabriella,Stewart,Gabriella Stewart,62,Female,2013-12-04,10+ Miles,Langford,Canada
28035,Gabriella,Green,Gabriella Green,67,Female,2013-04-29,10+ Miles,Newton,Canada
28036,Jonathan,Gonzales,Jonathan Gonzales,68,Male,2011-08-03,2-5 Miles,Sooke,Canada
28037,Jeremiah,Gonzales,Jeremiah Gonzales,68,Male,2013-12-14,10+ Miles,Woodburn,United States
28038,Philip,Gomez,Philip Gomez,68,Male,2011-02-01,10+ Miles,Bellflower,United States
28039,Xavier,Lee,Xavier Lee,62,Male,2011-02-09,2-5 Miles,Palo Alto,United States
28040,Jack,Mitchell,Jack Mitchell,67,Male,2011-02-08,2-5 Miles,Everett,United States
28041,Rebecca,Wright,Rebecca Wright,67,Female,2011-02-27,2-5 Miles,Olympia,United States
28042,Joseph,Brown,Joseph Brown,61,Male,2011-02-12,2-5 Miles,Concord,United States
28043,Gabrielle,Young,Gabrielle Young,66,Female,2013-04-24,10+ Miles,Concord,United States
28044,Jimmy,Navarro,Jimmy Navarro,66,Male,2011-02-16,2-5 Miles,Concord,United States
28045,Zachary,Thomas,Zachary Thomas,66,Male,2013-09-07,10+ Miles,Haney,Canada
28046,Michelle,Reed,Michelle Reed,66,Female,2013-12-13,10+ Miles,Langford,Canada
28047,Jay,Sanchez,Jay Sanchez,65,Male,2011-02-15,2-5 Miles,Beaverton,United States
28048,Samuel,Powell,Samuel Powell,60,Male,2013-10-31,10+ Miles,Lemon Grove,United States
28049,Xavier,Washington,Xavier Washington,65,Male,2013-02-13,10+ Miles,Oakland,United States
28050,Isaiah,Evans,Isaiah Evans,65,Male,2013-10-10,5-10 Miles,Santa Monica,United States
28051,Thomas,Young,Thomas Young,59,Male,2011-08-28,2-5 Miles,Vancouver,Canada
28052,Franklin,Li,Franklin Li,53,Male,2013-11-04,10+ Miles,Bremerton,United States
28053,Jared,Howard,Jared Howard,65,Male,2013-04-15,10+ Miles,Beverly Hills,United States
28054,Carol,Cox,Carol Cox,64,Female,2013-03-30,10+ Miles,Redwood City,United States
28055,Brooke,Peterson,Brooke Peterson,58,Female,2013-06-16,10+ Miles,Port Orchard,United States
28056,Alex,Gray,Alex Gray,63,Male,2013-11-27,10+ Miles,Walla Walla,United States
28057,Rachel,Anderson,Rachel Anderson,64,Female,2013-03-25,10+ Miles,Seattle,United States
28058,Jaime,Alvarez,Jaime Alvarez,64,Female,2013-12-03,10+ Miles,Burlingame,United States
28059,Bradley,Shen,Bradley Shen,62,Male,2013-07-23,10+ Miles,Bellflower,United States
28060,Blake,Rodriguez,Blake Rodriguez,44,Male,2013-08-08,2-5 Miles,Salem,United States
28061,Kyle,Lopez,Kyle Lopez,44,Male,2011-02-16,0-1 Miles,Burlingame,United States
28062,Xavier,Roberts,Xavier Roberts,50,Male,2011-02-27,2-5 Miles,Santa Monica,United States
28063,Gabrielle,Turner,Gabrielle Turner,49,Female,2011-02-09,2-5 Miles,Santa Cruz,United States
28064,Tamara,Nath,Tamara Nath,44,Female,2011-02-23,2-5 Miles,Beaverton,United States
28065,Carrie,Gill,Carrie Gill,50,Female,2011-02-02,0-1 Miles,Beverly Hills,United States
28066,Justin,Taylor,Justin Taylor,41,Male,2011-01-29,0-1 Miles,Downey,United States
28067,Olivia,Bennett,Olivia Bennett,41,Female,2011-02-08,0-1 Miles,Lemon Grove,United States
28068,Amanda,Wood,Amanda Wood,46,Female,2011-02-06,0-1 Miles,Newport Beach,United States
28069,Jacob,Johnson,Jacob Johnson,44,Male,2013-11-27,0-1 Miles,Sooke,Canada
28070,Ian,Morris,Ian Morris,42,Male,2011-02-11,1-2 Miles,Daly City,United States
28071,Trevor,Ross,Trevor Ross,36,Male,2011-02-08,0-1 Miles,Berkeley,United States
28072,Alyssa,Morris,Alyssa Morris,48,Female,2013-10-29,0-1 Miles,Metchosin,Canada
28073,Mackenzie,Green,Mackenzie Green,49,Female,2013-05-24,0-1 Miles,Port Hammond,Canada
28074,Justin,Davis,Justin Davis,38,Male,2013-10-17,0-1 Miles,Vancouver,Canada
28075,Edward,Jones,Edward Jones,43,Male,2013-11-23,10+ Miles,Spokane,United States
28076,Logan,Williams,Logan Williams,48,Male,2011-02-07,1-2 Miles,Redwood City,United States
28077,Sarah,Williams,Sarah Williams,49,Female,2013-06-04,1-2 Miles,San Gabriel,United States
28078,Jack,Young,Jack Young,47,Male,2011-02-18,1-2 Miles,Lake Oswego,United States
28079,Haley,Phillips,Haley Phillips,42,Female,2013-11-30,1-2 Miles,Shawnee,Canada
28080,Isabella,Peterson,Isabella Peterson,47,Female,2013-02-28,1-2 Miles,Victoria,Canada
28081,Paige,Watson,Paige Watson,42,Female,2013-12-14,1-2 Miles,Portland,United States
28082,Nathaniel,Peterson,Nathaniel Peterson,47,Male,2013-03-02,0-1 Miles,Puyallup,United States
28083,Kaitlyn,Foster,Kaitlyn Foster,47,Female,2011-02-12,1-2 Miles,Bellflower,United States
